file	transcription
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19737620.wav	existen diversas modalidades de montaje a la hora de realizar un evento
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19737621.wav	recall entre otras
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27329187.wav	ahora reside en londres donde desarrolla su carrera artística
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27329231.wav	para la protagonista el objeto de su dedicación sigue siendo su hija no dios
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19966098.wav	la mayor o menor rugosidad de una superficie depende de su acabado superficial
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19966106.wav	son estas bacterias quienes le dan el color azul característico a sus anillos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21943184.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21943185.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19631851.wav	los principales sectores económicos de la población son la agricultura y la pesca
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19631857.wav	este es el primer reconocimiento históricolegal del cristianismo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_40981420.wav	tiene su sede en portland
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_40981428.wav	karen fletcher
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_34154013.wav	a fines del mes de julio se celebra la fiesta del agua
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_34154014.wav	integró la comisión permanente de constitución legislación y justicia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24990430.wav	es de crecimiento algo lento
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24990434.wav	las cuatro ruedas del vehículo están parcialmente cubiertas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32148514.wav	los prismáticos derivan de este invento
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32148517.wav	hijo de un rabino nació en la cosmopolita ciudad polaca de ód
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19141273.wav	tras dar el rey su asentimiento se celebró un tedeum
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19141275.wav	se desempeñó como secretario privado parlamentario a fred peart el ministro de agricultura
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19741338.wav	nik abdul aziz nik mat fue reelegido para un segundo mandato
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19741344.wav	nació en una familia rica y noble
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_33321711.wav	denis ted shawn jerome robbins george balanchine y martha graham
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_34698262.wav	patricia jacqueline y ofelia viven en montevideo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19941741.wav	un modelo institucional editado por la h cámara de diputados
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19941742.wav	el camino de santiago en su ramal de la costa pasa por la comarca
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_26949087.wav	está regularmente en uso en universidades particularmente en aquellas que se especializan en negocios
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_26949093.wav	anteriormente jugó con los new york mets minnesota twins milwaukee brewers y houston astros
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19684524.wav	algunas de estas montañas están catalogadas como parques nacionales de la república de honduras
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19684529.wav	esta unión duró hasta el fallecimiento del artista
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24977884.wav	se reincorporó en el servicio diplomático
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24977887.wav	el estado total es aquel que ha superado el momento liberal
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22020374.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22020376.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32233050.wav	ese año debutó por primera vez en el giro de italia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32233052.wav	está protagonizada por julie anne san jose kristoffer martin lucho ayala
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29527623.wav	el juego contiene gran cantidad de pantallas sin scroll y con un movimiento lento
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29527944.wav	sin embargo no pudo evitar ser privado de su oficio
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21980850.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21980863.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22040091.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22040094.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22481095.wav	fue escrito por jack kenny y dirigido por jace alexander
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22481121.wav	al final noodle golpea a uno de los gorilas y le derriba
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27424715.wav	justus barnes nació en little falls nueva york
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27424729.wav	el juego recibió reseñas generalmente positivas de parte de la crítica especializada
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25266510.wav	asimismo el resto de temporadas correrían la misma suerte
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25266513.wav	esto es lo que se conoce como código de histonas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19669712.wav	el remolino gira en sentido antihorario
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19669713.wav	semillas reniformes pardas testa reticulada
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_39294845.wav	al no cumplir sus objetivos tuvo un corto periodo de vida
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_39294860.wav	william fue mención honorable allamerica por associated press en su última temporada en duke
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976074.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976082.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19603405.wav	además ha colaborado en la grabación de otros veintiún álbumes como artista invitado
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19603412.wav	según algunas fuentes habría nacido en so paulo y según otras en río
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19955391.wav	este último grupo estuvo más organizado políticamente y logró gobernar a los anteriores
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19955394.wav	tras esto comenzó una rivalidad con aleister black
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19651313.wav	se encuentra en las costas del pacífico oriental
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19651315.wav	era un poderoso sprinter participante tanto en pruebas de carretera como de pista
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20261384.wav	el año siguiente se realizaron varios pasos para unificar ambas estaciones
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20261385.wav	la única población conocida se encontraba en el parque rural de teno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23823869.wav	la segunda temporada abarcó ocho países en dos continentes
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23823876.wav	el sótano del coliseum alberga la sede del club billar de barcelona
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29052186.wav	este permitía la incorporación de franjas de seguridad a cada lado de ella
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29052196.wav	el declive se inicia en la segunda mitad de los ochenta
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_39644765.wav	además realizó reportajes gráficos sobre diversos temas relacionados con francia con fines comerciales
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_39644768.wav	sus habitantes los de un sitio y otro eran llamados siempre galos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22171524.wav	para recuperar su volumen deberán realizarse diferentes tipos de obras
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22171540.wav	cada artista tenía un estilo único
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29112220.wav	enseguida otras familias pioneras tan importantes como las anteriores llegaron a la localidad
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29112221.wav	antes de escapar victorioso la bestia le suplica a ángelus que unan fuerzas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19608737.wav	él nombra al gobierno previa consulta al consejo asesor de la asamblea nacional
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19608738.wav	allí sintió el deseo de consagrarse como religiosa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20279299.wav	algo se ha roto con el chelsea el daño es grande en el vestuario
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20279301.wav	comenzaba así un nuevo ciclo en la carrera de nami
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27071920.wav	david nació en suecia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27071922.wav	excelente planta melífera en tiempos pasados en españa se obtenía azúcar de esta planta
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19668561.wav	es una coproducción entre ucrania estados unidos y reino unido
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19668565.wav	su vuelo es rápido y sencillo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32915104.wav	jason campbell usó el no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32915105.wav	rundgren hizo la mezcla final para todo el álbum
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27900585.wav	fue inusualmente larga y feroz pero al final los búlgaros salieron victoriosos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27900586.wav	una de las comunidades que mayor representatividad han obtenido es la musulmana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19625834.wav	está considerado uno de los maestros españoles del paisajismo y del retrato
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19625835.wav	escribió numerosos artículos a este respecto sobre lo que vio en francia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20307455.wav	en efecto sin duda pater propone una profunda y sutil masculinidad alternativa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20307460.wav	la discusión se salda con el matrimonio de ambos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19657102.wav	títulos internacionales
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19657189.wav	su capital bayamo es considerada cuna de la nacionalidad cubana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670400.wav	chodkiewicz no fue el único que murió
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670401.wav	las semillas son delgadas alargadas con diversas curvas muchas por lóculo y testa reticulada
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19625543.wav	sus hábitats naturales son las sabanas y zonas de matorral tropical seco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19625549.wav	es un mecenas de la national osteoporosis society
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27203218.wav	forma parte del área metropolitana de la crosse
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27203240.wav	su hábitat natural son las praderas inundables tropicales y las praderas bajas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19609691.wav	se convirtió en un psiquiatra y una mente maestra criminal
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19609692.wav	consta de una zona campeonato y otra de ascenso
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19642346.wav	mientras que su densidad poblacional es de unos veintiocho habitantes por cada kilómetro cuadrado
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19642347.wav	el contacto con los ojos puede causar enrojecimiento dolor visión borrosa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23852226.wav	twitter oficial de esteban arce
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23852259.wav	por tanto el espaciotiempo de minkowski representa un universo vacío
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18674386.wav	uh correcto permiso concedido 
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18674387.wav	en esto encontró la doncella su salvación
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_33725758.wav	destaca la iglesia parroquial de santa marina situada en el centro del pueblo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_33726115.wav	las exhibiciones continuaron a lo largo de toda la semana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19719410.wav	su labor le hizo ser merecedor de diversos premios
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19719412.wav	ha compartido sus conocimientos de teatro con generaciones de actores guatemaltecos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27438056.wav	sin embargo este fue abatido con la vuelta del absolutismo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27438057.wav	ella sin darse cuenta se enamora de lee kang to a quien admira
